Country Code,Country,Year,PV cumulative capacity (MW),Last year's PV cumulative capacity (MW),PV added capacity (MW),Solar PV Module Cost (2019 US$ per W),Population,Land area (km^2),Urban land area (km^2),Rural land area (km^2),Agricultural land (km^2),Forest area (km^2),Public Investments in solar energy (2019 million USD),KOFGI,GDP (current US$),GNI (current US$),Access to electricity (% of population),Primary education,Secondary education,Tertiary education,"Average Theoretical potential (GHI, kWh/m2/day), long-term",Research and development expenditure (% of GDP),Investment in energy with private participation (current US$),Gini index (World Bank estimate),Ease of doing business rank (1=most business-friendly regulations),Duration of compulsory education (years),Labor force,Total unemployment,"Agriculture, forestry, and fishing, value added (current US$)","Manufacturing, value added (current US$)","Industry (including construction), value added (current US$)",electricity net generation (billion kWh),electricity net consumption (billion kWh),nuclear electricity net generation (billion kWh),fossil fuels electricity net generation (billion kWh),Cloud coverage (%),Daylight hours (min/day),Precipitation,Snowfall (mm/h),Temperature (C)
CZE,Czechia,2005,0.586,0.4,0.186,4.243448859,10211216,77260,,,42600,26473.35,,79.62284088,137143000000,130807000000,100,10131027.197,9769157.4142,4937057.7292,3.08,1.16835,,26.9,,9,5170177,409995.02721,3133228147,31027156536,46103792565,,,,,65.023504583,735.00617278,0.099521274,0.0220907375,7.9555320904
CZE,Czechia,2006,0.841,0.586,0.255,4.455621302,10238905,77250,,,42540,26493.44,,80.43603516,156264000000,146539000000,100,10238515.979,9833194.4825,5133447.878,3.08,1.23173,,26.7,,9,5181892,370505.28292,3383048027,36339729859,53650489476,,,,,63.661868833,735.00081797,0.0894889354,0.0153921751,8.462406475
CZE,Czechia,2007,3.961,0.841,3.12,4.137362637,10298828,77250,,,42490,26513.53,,82.30748749,190184000000,177936000000,100,10626873.705,9779644.3995,5580148.2275,3.08,1.30228,,26,,9,5178135,275476.79091,3972760019,44119850003,65010027743,,,,,63.452301333,734.99547908,0.0975026686,0.014705925,9.2110701
CZE,Czechia,2008,39.5,3.961,35.539,3.447802198,10384603,77250,,,42440,26533.62,,81.80046844,236816000000,222389000000,100,10980144.197,9777060.3075,6030288.224,3.08,1.23933,,26.3,,9,5206347,228558.62632,4546705952,52019365382,79706824745,,,,,66.497009,734.6875755,0.0883167483,0.0076663723,9.028629325
CZE,Czechia,2009,464.6,39.5,425.1,2.386939983,10443936,77250,,,42390,26553.71,,81.29904175,207434000000,193114000000,100,11067737.906,9801662.4615,6378676.6214,3.08,1.29438,,26.2,,9,5256635,350091.88296,3644179825,42239731417,68427792058,,,,,68.158559417,735.0056558,0.0985508573,0.0165895921,8.5824153167
CZE,Czechia,2010,1727,464.6,1262.4,2.04475,10474410,77240,,,42340,26573.8,128.62,81.86441803,209070000000,193418000000,100,10872900.601,9914701.2969,6697953.7425,3.08,1.33688,,26.6,,9,5249490,382162.88302,3220923383,43820350032,69350071342,,,,,69.69061625,735.00030386,0.1097715918,0.0209085583,7.3491715917
CZE,Czechia,2011,1913,1727,186,1.67725,10496088,77240,,,42290,26595.82,97.47,82.05657196,229563000000,211036000000,100,10575948.178,10055125.299,6882285.6699,3.08,1.55571,,26.4,,9,5235777,351320.63869,4551106423,50749334828,77249177070,,,,,61.024756917,734.99491825,0.0789342382,0.0064081807,8.7599272
CZE,Czechia,2012,2022,1913,109,0.876416667,10510785,77230,,,42250,26617.84,,82.83138275,208858000000,195428000000,100,10444323.563,10173578.95,6902555.8115,3.08,1.78231,,26.1,,9,5268185,367719.314,4701774997,45831336994,68760822373,,,,,65.4675905,734.68677882,0.0917768683,0.0151267294,8.6098338668
CZE,Czechia,2013,2063.5,2022,41.5,0.696333333,10514272,77220,,,35210,26639.86,,82.7818985,211686000000,198240000000,100,10381982.866,10934732.175,6843294.8543,3.08,1.89973,,26.5,,9,5316855,369521.41234,5005880424,46493350990,69107035644,,,,,71.01437975,735.00486716,0.0948688789,0.0157384146,8.2356895875
CZE,Czechia,2014,2067.4,2063.5,3.9,0.6415,10525347,77220,,,35160,26661.88,,84.1277771,209359000000,194987000000,100,10385173.392,11019745.683,6907164.2122,3.08,1.97285,,25.9,,9,5312842,324614.65332,5052776105,49648368060,70845670240,,,,,68.4457455,734.99936152,0.090056127,0.0041336076,9.7491269192
CZE,Czechia,2015,2074.9,2067.4,7.5,0.5965,10546059,77210,,,34940,26683.9,,84.37231445,188033000000,175137000000,100,10495087.562,11082779.802,6800270.5773,3.08,1.92923,,25.9,,9,5319342,268626.78116,4157812897,44980659586,63520991920,,,,,64.829064,734.99382028,0.0760233216,0.0087453784,9.6710718783
CZE,Czechia,2016,2067.9,2074.9,-7,0.5505,10566332,77220,,,34880,26698.5,,84.69050598,196272000000,183031000000,100,10588402.701,11056061.56,6735839.1441,3.08,1.68015,,25.4,,9,5368589,212059.26808,4096290563,47166322853,65573177759,,,,,66.942003333,734.6853836,0.0911852178,0.009951605,8.9438000583
CZE,Czechia,2017,2069.5,2067.9,1.6,0.462166667,10594438,77210,,,35210,26716.6,,85.18103027,218629000000,206251000000,100,10665525.62,10964350.971,6788777.0388,3.08,1.79079,,24.9,,9,5398388,156013.41887,4498524148,51450669481,71509803362,,,,,65.869668083,735.00347537,0.0923501472,0.0114733059,8.8208256967
CZE,Czechia,2018,2075.072,2069.5,5.572,0.4115,10629928,77200,,,35230,26734.7,,84.78176117,248950000000,235281000000,100,10684032.994,10874196.081,6778574.1578,3.08,1.93017,,25,,9,5434099,121723.81814,4821279419,56460501843,79059161908,,,,,63.357940833,734.99789832,0.0724938469,0.0103568488,9.8747623467
CZE,Czechia,2019,2086.424,2075.072,11.352,0.37725,10671870,77200,,,,26752.8,,84.85094452,252498000000,237234000000,100,10703530.13,10810769.916,6999357.5339,3.08,,,,41,9,5430539,109153.83336,4699538859,57119035420,79578889991,,,,,64.200468833,734.99233435,0.0861633199,0.0112476229,9.842891
CZE,Czechia,2020,2073,2086.424,-13.424,,10698896,77200,,,,26770.9,,,245339000000,236797000000,,,,,3.08,,,,,9,5389008,137419.70141,4699949376,53747417628,75462909706,,,,,63.659191333,734.68370586,0.1007227249,0.0053226272,9.4436229833
DNK,Denmark,2000,1,,,4.879966188,5339616,42430,9295.174805,33044.11719,26470,5716,,86.08154297,164159000000,160422000000,100,5415835.6438,6780653.5876,3055238.1056,2.77,,,23.8,,9,2853230,127824.70454,3532455122,23220007052,38827989880,34.22084,32.78184,0,28.09284,69.684715083,738.08949256,0.0965716017,0.0034367138,9.5123385417
DNK,Denmark,2001,1,1,0,4.773879966,5358783,42430,9295.174805,33044.11719,26760,5730.89,,86.72136688,164791000000,162361000000,100,5431751.201,7018078.4437,3215156.1418,2.77,2.32466,,,,9,2843345,118283.14765,3855311314,23131030543,37721939131,35.83744,32.88744,0,29.39944,69.7210215,738.50741808,0.0966199993,0.0101253941,8.5774920167
DNK,Denmark,2002,2,1,1,4.031276416,5375931,42430,9295.174805,33044.11719,26650,5745.78,,85.00304413,178635000000,176412000000,100,5554552.1619,6787564.0518,3414165.7107,2.77,2.44145,,,,9,2870570,122573.33845,3181700255,24889759966,40471111505,37.36228,33.20028,0,29.95028,67.963268583,738.50045698,0.1004077942,0.005508557,9.3835927208
DNK,Denmark,2003,2,2,0,3.978233305,5390574,42430,9295.174805,33044.11719,26580,5760.67,,86.29415894,218096000000,216144000000,100,,6813702.0689,3638868.1714,2.77,2.51085,,25.6,,9,2868773,154913.74473,3513059945,28870419570,48336610350,43.9208,33.3268,0,35.1748,63.483788667,738.49353341,0.0755239059,0.0043895358,8.8919144583
DNK,Denmark,2004,2,2,0,4.137362637,5404523,42430,9295.174805,33044.11719,26460,5775.56,,86.41636658,251373000000,251682000000,100,5444101.9595,6679190.0073,4020694.7043,2.77,2.41916,,24.9,,9,2894988,150539.37047,4078593580,32047909399,55627917745,38.60988,33.92788,0,28.43688,65.558004417,738.08798228,0.0949757903,0.0066388466,8.9114869583
DNK,Denmark,2005,3,2,1,4.243448859,5419432,42430,9295.174805,33044.11719,27070,5790.45,,87.1776886,264467000000,266599000000,100,5350691.3972,6725499.7317,4355842.008,2.77,2.39337,,25.2,,9,2891543,139661.5247,3029853091,31829039170,58816297754,34.70892,34.55092,0,24.08092,61.508187917,738.50640366,0.0804527476,0.0093802972,9.0104071367
DNK,Denmark,2006,3,3,0,4.455621302,5437272,42430,9295.174805,33044.11719,27100,5805.34,,87.32106781,282885000000,286312000000,100,5399289.2503,6524717.6895,4296512.2399,2.77,2.403,,25.9,,9,2916799,113755.16377,3296146835,34133222910,64553196005,43.47584,34.97284,0,33.45084,65.064208917,738.49956964,0.0979195147,0.0066612394,9.6429929242
DNK,Denmark,2007,3,3,0,4.137362637,5461438,42430,9295.174805,33044.11719,26630,5820.23,,88.61951447,319423000000,321027000000,100,5462239.264,6485942.2184,4290079.3014,2.77,2.51541,,26.2,,9,2924600,111134.7986,3751358451,38176048460,70805547697,37.62304,34.72604,0,26.52304,64.693872167,738.4927197,0.105920539,0.0055267498,9.6926373
DNK,Denmark,2008,3,3,0,3.447802198,5493621,42430,9295.174805,33044.11719,26680,5835.12,,88.23438263,353361000000,357302000000,100,5472459.1253,6473750.6843,4157687.2312,2.77,2.77346,,25.2,,9,2919273,107429.24836,3031099037,41423767678,79838161864,35.076,34.356,0,24.125,64.433734583,738.08693277,0.092575441,0.0030014628,9.66299895
DNK,Denmark,2009,5,3,2,2.386939983,5523095,42430,9295.174805,33044.11719,26340,5850.01,,87.28165436,321241000000,324447000000,100,5499089.8976,6515905.3761,4102762.6382,2.77,3.05514,,26.7,,9,2910409,186557.21245,2677831707,35674078606,64088275849,34.851,32.82,0,23.996,65.810651417,738.50560013,0.0899613035,0.0072689234,9.06360765
DNK,Denmark,2010,7,5,2,2.04475,5547683,42430,9295.174805,33044.11719,26260,5864.9,,87.7283783,321995000000,327262000000,100,5524494.1488,6629306.3831,4082910.0644,2.77,2.91707,,27.2,,9,2890450,224009.875,3870088859,35206590417,63448925557,37.32084,33.56184,0,24.14484,70.57024375,738.49866013,0.0911884513,0.0160746465,7.2713815333
DNK,Denmark,2011,17,7,10,1.67725,5570572,42430,9295.174805,33044.11719,26900,5941.28,,87.68348694,344003000000,351257000000,100,5614059.7956,6835037.2747,4275878.9611,2.77,2.94465,,27.3,,10,2886698,224296.43405,4513782095,37989354926,69676798717,34.0128,33.1318,0,19.0538,67.409590833,738.49166256,0.0931168166,0.004345127,9.086425955
DNK,Denmark,2012,402,17,385,0.876416667,5591572,40000,9295.174805,33044.11719,26240,6017.66,,87.07039642,327149000000,334536000000,100,5667425.0179,6900323.723,4423398.7905,2.77,2.98125,,27.8,,10,2872008,224016.62949,5413423639,37406355472,66731571075,29.79296,32.85696,0,14.22596,67.708325583,738.08553633,0.0987469946,0.0077477686,8.5574399467
DNK,Denmark,2013,571,402,169,0.696333333,5614932,40000,9295.174805,33044.11719,26280,6094.04,,86.98434448,343584000000,354464000000,100,5701714.2946,7262243.1758,4544222.745,2.77,2.97048,,28.5,,10,2852590,210521.14525,4473907148,40473170775,68929238730,33.6584,32.8264,0,16.9764,66.418780333,738.50417415,0.0849713051,0.0066876483,8.6414740585
DNK,Denmark,2014,607,571,36,0.6415,5643475,40000,9295.174805,33044.11719,26526.31,6170.42,,87.70406342,352994000000,365834000000,100,5716514.411,7298602.9871,4572856.0559,2.77,2.91409,,28.4,,10,2868343,198776.16497,4880004930,41865752967,69839775500,31.37644,32.25744,0,12.66744,68.89760875,738.49705887,0.0969272856,0.0052806411,10.248407933
DNK,Denmark,2015,782.108,607,175.108,0.5965,5683483,40000,9295.174805,33044.11719,26338.99,6246.8,,87.86050415,302673000000,311964000000,100,5766259.7358,7402842.4112,4667815.813,2.77,3.05497,,28.2,,10,2898109,182001.25129,2898337401,37541887296,60496642597,28.38588,32.53288,0,8.69688,66.749343583,738.48992143,0.1082921542,0.0044189393,9.452665725
DNK,Denmark,2016,850.953,782.108,68.845,0.5505,5728010,40000,9295.174805,33044.11719,26256.3,6246.6,,87.87355042,313116000000,320813000000,100,5831390.9861,7395977.3908,4642938.599,2.77,3.09283,,28.2,,10,2945216,176418.43166,3009548116,40498995737,64716731650,29.84836,33.03236,0,10.75736,65.304265083,738.08351504,0.084933362,0.0048960357,9.4117614
DNK,Denmark,2017,906.35,850.953,55.397,0.462166667,5764980,40000,9295.174805,33044.11719,26312.89,6256,,88.04602814,332121000000,339391000000,100,5838085.0945,7441291.1429,4647497.4413,2.77,3.05015,,28.7,,10,2971347,173229.52784,4333516836,43206817963,68892662190,30.51658,33.401693,0,7.99658,69.662676167,738.5022535,0.1079077547,0.0032644791,9.274402075
DNK,Denmark,2018,998,906.35,91.65,0.4115,5793636,40000,9295.174805,33044.11719,26320,6265.6,,87.87762451,356841000000,366755000000,100,5823989.4673,7516984.5688,4703467.769,2.77,3.03292,,28.2,,10,2992152,153497.40101,3663222560,46704879259,74310375155,29.83758,32.97458,0,8.37258,64.404639917,738.49516668,0.0751214276,0.0069034783,9.8105768568
DNK,Denmark,2019,1080,998,82,0.37725,5814422,40000,9295.174805,33044.11719,,6275,,87.80256653,347561000000,357604000000,100,5829985.4459,7552063.4683,4758509.0003,2.77,,,,4,10,3031682,152190.43582,4247297360,47646134431,73667031369,29.14484,33.34484,0,5.274,65.72842175,738.48811483,0.1070348673,0.0016897563,9.8601900417
DNK,Denmark,2020,1300,1080,220,,5831404,40000,9295.174805,33044.11719,,6284.4,,,356085000000,368106000000,,,,,2.77,,,,,10,3027786,170767.12634,4651640936,49697066325,75372862876,28.457,33.081,0,4.211,64.393462833,738.08155803,0.0958304684,0.000724329,10.28193315
DJI,Djibouti,2000,0,,,4.879966188,717577,23180,149.8288422,21411.55273,16010,56,,37.67458725,551230861.9,567019654.4,56.3621521,233196.15571,100784.55246,1933.295939,6.06,,,,,10,148783,42172.540323,,,,0.18,0.1674,0,0.18,30.580797833,727.64684998,0.0327008778,7.7666667e-8,28.131886167
DJI,Djibouti,2001,0,0,0,4.773879966,733019,23180,149.8288422,21411.55273,16810,56,,38.41084671,572417440.8,584835781.9,56.37202072,267304.46727,117267.05945,5042.6575187,6.06,,,,,10,152545,43043.621201,,,,0.179,0.16647,0,0.179,34.235469083,727.69815906,0.0262280214,3.8833333e-8,28.071775
DJI,Djibouti,2002,0,0,0,4.031276416,746947,23180,149.8288422,21411.55273,17010,56,,38.61138153,591122039.6,606415674,49.7,286272.74331,125522.12341,7538.3385433,6.06,,,40,,10,156268,43884.742721,,,,0.188,0.17484,0,0.188,31.4672965,727.6972243,0.0245306009,5.825e-8,28.446445583
DJI,Djibouti,2003,0,0,0,3.978233305,759639,23180,149.8288422,21411.55273,17010,56,,40.58732605,622044665.5,642959470.2,56.36572266,305108.54766,,9574.1861232,6.06,,,,,10,159920,44720.029919,,,,0.188,0.17484,0,0.188,34.296310583,727.69629553,0.0273711984,3.8833333e-8,28.315216583
DJI,Djibouti,2004,0,0,0,4.137362637,771599,23180,149.8288422,21411.55273,17010,56,,45.71272659,666072101.8,688601797.2,56.34719849,325143.39575,158305.33322,12111.172324,6.06,,,,,10,163467,45520.655686,,,,0.202,0.18786,0,0.202,38.430162333,727.64661538,0.0241677022,0,28.551967417
DJI,Djibouti,2005,0,0,0,4.243448859,783248,23180,149.8288422,21411.55273,17010,56,,46.22912979,708633194.7,729424209.9,56.31701279,341599.13725,179599.08252,18007.418862,6.06,,,,,10,166950,46278.538848,,,,0.24,0.2232,0,0.24,33.954615167,727.69799103,0.0242406721,3.8833333e-8,28.4753165
DJI,Djibouti,2006,0,0,0,4.455621302,794554,23180,149.8288422,21411.55273,17013,56,,48.17851639,768873684,791915418,55.5,365297.70488,181484.00024,20047.629863,6.06,,,,,10,170942,47135.546054,,,,0.263,0.24459,0,0.263,38.022811167,727.69707861,0.03513028,5.825e-8,28.261667
DJI,Djibouti,2007,0,0,0,4.137362637,805456,23180,149.8288422,21411.55273,17015,56,,49.30212784,847918929.1,871804682.6,56.23532486,394277.72358,215392.71301,21825.843453,6.06,,,,,10,174831,47980.62006,,,,0.304,0.28272,0,0.304,33.023027917,727.69616901,0.0201668073,5.825e-8,28.311512833
DJI,Djibouti,2008,0,0,0,3.447802198,816361,23180,149.8288422,21411.55273,17012,56,,50.87360001,999105339.3,1031814867,56.19614029,480485.51875,260918.77773,22720.959564,6.06,,,,,10,178692,48791.851154,,,,0.319,0.29667,0,0.319,30.806657333,727.64646638,0.0133867853,1.9416667e-8,28.001294917
DJI,Djibouti,2009,0,0,0,2.386939983,827820,23180,149.8288422,21411.55273,17013,56,5.58,51.53778458,1049110685,1070790734,56.16637802,485791.27319,289688.14753,29282.973163,6.06,,,,,10,182607,49707.452693,,,,0.328,0.30504,0,0.328,30.913133,727.69789134,0.0138795211,5.825e-8,28.366481833
DJI,Djibouti,2010,0,0,0,2.04475,840194,23180,149.8288422,21411.55273,17016,56,1.11,51.57416916,1128611700,1145970369,56.15227127,,,30383.768247,6.06,,,,,10,186579,50484.546865,,,,0.356,0.33108,0,0.356,36.930753667,727.69697828,0.0288090335,1.9416667e-8,28.179500167
DJI,Djibouti,2011,0,0,0,1.67725,853671,23180,149.8288422,21411.55273,17020,56,,52.22108459,1239144502,1247888544,56.16006088,567767.28673,348815.02339,45631.448618,6.06,,,,,10,190248,51153.883172,,,,0.364,0.33852,0,0.364,33.066006,727.69606082,0.0226376416,7.7666667e-8,27.968361833
DJI,Djibouti,2012,0.3,0,0.3,0.876416667,868136,23180,149.8288422,21411.55273,17020,56,,52.59988785,1353632942,1381266142,54.6,602656.94859,380779.45681,,6.06,,,45.1,,10,194026,51956.282047,,,,0.3675,0.341775,0,0.367,34.091368333,727.64631621,0.0136449087,3.8833333e-8,28.000645083
DJI,Djibouti,2013,0.3,0.3,0,0.696333333,883296,23180,149.8288422,21411.55273,17020,56,,53.10597992,2042817163,2014984774,56.25259018,613184.40401,399733.8284,,6.06,,,44.1,,10,197872,52709.14433,24409045.64,40788651.88,233855312.5,0.4075,0.378975,0,0.407,36.423382,727.69774832,0.0265223685,3.8833333e-8,28.13419225
DJI,Djibouti,2014,0.3,0.3,0,0.6415,898707,23180,149.8288422,21411.55273,17020,56,,53.41364288,2214679081,2191027403,56.6339035,637963.28244,414950.83257,,6.06,,,,,10,201785,53422.579517,27183056.59,61619054.59,257881736,0.0945,0.087885,0,0.094,34.817220917,727.69681218,0.0238360007,0,28.016242417
DJI,Djibouti,2015,0.3,0.3,0,0.5965,913998,23180,149.8288422,21411.55273,17020,56,,54.00660324,2430274292,2403270168,57.66145325,641005.4606,427389.31959,,6.06,,,,,10,205750,54163.689064,27906932.78,66320645.28,276263068,0.167632,0.155907,0,0.167132,33.16613225,727.6958716,0.0196713023,1.3591667e-7,28.722254833
DJI,Djibouti,2016,0.362,0.3,0.062,0.5505,929117,23180,149.8288422,21411.55273,17020,56,,56.61414719,2603540257,2523555337,58.74835587,644648.85286,447026.5133,,6.06,,,,,10,209457,54863.073665,31862978.49,73865410.95,295368244,0.083032,0.077187,0,0.082532,34.494309583,727.64607838,0.0278000087,9.7083333e-8,28.890958333
DJI,Djibouti,2017,0.362,0.362,0,0.462166667,944100,23180,149.8288422,21411.55273,17020,56.1,,57.21643066,2751445574,2624779620,60.2,657058.07522,451738.43821,,6.06,,,41.6,,10,213318,55590.669669,37763440.45,85682208.63,339003252.9,0.055678,0.051793,0,0.055178,32.1162245,727.69751653,0.0177568333,3.8833333e-8,28.922576833
DJI,Djibouti,2018,0.362,0.362,0,0.4115,958923,23180,149.8288422,21411.55273,17020,56.4,0.01,57.30561447,3012803457,2870628711,60.57155991,674100.73082,493440.47745,,6.06,,,,,10,217227,56889.577249,44101550.18,94399688.28,499248455.2,0.05552,-0.05948,0,0.05452,34.36963025,727.69657052,0.0223790546,3.8833333e-8,28.435291417
DJI,Djibouti,2019,0.362,0.362,0,0.37725,973557,23180,149.8288422,21411.55273,,57,0.03,56.78151321,3324615549,3230771828,61.27593613,732971.01957,505962.93272,,6.06,,,,112,10,221057,58263.994264,42279753.1,91941863.93,529869852.2,0.0574,-0.0626,0,0.0564,38.804611333,727.69562738,0.0284909346,0,28.641413167
DJI,Djibouti,2020,0.362,0.362,0,,988002,23180,149.8288422,21411.55273,,58,,,3384385217,3285820613,,729624.53693,536210.70046,,6.06,,123500000,,,10,220818,62690.228853,44266901.49,,548945166.9,,,0,,38.09456525,727.64580216,0.0296458623,0.0000001165,28.593204
DMA,Dominica,2000,0.08,,,4.879966188,69650,750,251.302948,503.7093811,210,478.7,,48.30086899,333470370.4,294151851.9,80.96955109,79432.29869,77668.847335,,4.94,,,,,12,,,39696296.3,22892592.59,52888888.89,0.074,0.06882,0,0.042,47.52085875,727.93760558,0.0964364727,7.7666667e-8,25.541946333
DMA,Dominica,2001,0.08,0.08,0,4.773879966,69671,750,251.302948,503.7093811,220,478.7,,47.55828857,340203703.7,315096666.7,82.31006622,73619.260726,77659.888546,,4.94,,,,,12,,,38425925.93,24177777.78,52344444.44,0.078,0.07254,0,0.051,45.795033167,728.00623337,0.0904502529,3.8833333e-8,25.76607075
DMA,Dominica,2002,0.09,0.08,0.01,4.031276416,69840,750,251.302948,503.7093811,220,478.7,,47.51091385,333196296.3,305265925.9,87.7,69884.534524,78660.454393,,4.94,,,,,12,,,36118518.52,28900000,51540740.74,0.071,0.06603,0,0.041,42.14987275,728.00499091,0.0954521447,5.825e-8,25.910361167
DMA,Dominica,2003,0.09,0.09,0,3.978233305,70102,750,251.302948,503.7093811,220,478.7,,48.4642334,343311111.1,316294925.9,84.965065,67001.733274,80181.820628,,4.94,,,,,12,,,37896296.3,18022222.22,46718518.52,0.076,0.07068,0,0.047,47.158185667,728.00375701,0.1091224081,3.8833333e-8,26.000298
DMA,Dominica,2004,0.1,0.09,0.01,4.137362637,70387,750,251.302948,503.7093811,220,478.7,,53.13899231,367200000,333866963,86.27719116,64825.11562,75811.522531,,4.94,,,,,12,,,41118518.52,16966666.67,48737037.04,0.076,0.07068,0,0.042,49.2182955,727.93727776,0.1463894193,0,25.909785833
DMA,Dominica,2005,0.1,0.1,0,4.243448859,70580,750,251.302948,503.7093811,220,478.7,,51.433815,364255555.6,335276037,87.57765198,64562.127734,72860.544117,,4.94,,,,,12,,,41844444.44,14555555.56,47422222.22,0.0792,0.073656,0,0.052,48.920338167,728.00599726,0.1632143553,3.8833333e-8,26.340546083
DMA,Dominica,2006,0.12,0.1,0.02,4.455621302,70718,750,251.302948,503.7093811,220,478.7,,51.33890533,390251851.9,375247518.5,88.86898041,64205.261312,69655.697718,,4.94,,,,,12,,,40981481.48,16155555.56,51362962.96,0.0812,0.075516,0,0.054,45.80305875,728.00479024,0.1184824647,5.825e-8,26.076370917
DMA,Dominica,2007,0.18,0.12,0.06,4.137362637,70797,750,251.302948,503.7093811,220,478.7,,52.17382813,421374074.1,401759222.2,90.15726471,65696.6366,67762.58436,,4.94,,,,,12,,,44018518.52,14644444.44,56514814.81,0.0823,0.076539,0,0.061,42.47381,728.00358893,0.1087546943,5.825e-8,26.04609175
DMA,Dominica,2008,0.2,0.18,0.02,3.447802198,70829,750,251.302948,503.7093811,220,478.7,,52.81954193,458188888.9,439852814.8,90.9,67161.559849,65654.935933,,4.94,,,,,12,,,52988888.89,10792592.59,58277777.78,0.0833,0.077469,0,0.063,45.814615417,727.93708812,0.1281298506,1.9416667e-8,25.690539333
DMA,Dominica,2009,0.21,0.2,0.01,2.386939983,70848,750,251.302948,503.7093811,230,478.7,,51.70195389,489074074.1,475418518.5,92.7496109,69763.118377,65374.452556,,4.94,,,,,12,,,61388888.89,11340740.74,55566666.67,0.0889,0.082677,0,0.065,47.55901625,728.00588004,0.0982811694,5.825e-8,25.9387945
DMA,Dominica,2010,0.22,0.21,0.01,2.04475,70877,750,251.302948,503.7093811,250,478.7,,52.17887878,493825925.9,484385185.2,94.06615448,72818.709223,63016.26744,,4.94,,,,,12,,,56622222.22,11662962.96,57814814.81,0.0949,0.088257,0,0.071,49.139628917,728.00467855,0.143766556,1.9416667e-8,26.54474575
